Rank,Username,UserId,TelegramUserId,WalletAddress
1,Kachi🥰🥺,1793,7037092202,0x3a224ccaffe58f99d5f9b467c36b12cb95e11a8b
2,Odunsi,7750,6847559199,
3,Chickman206,7754,7887124918,0xb91454cd1da179e382dc319cfbad92e65d0c5248
4,Gloria123446,132,7057743423,0xa221a42dd4062ac29c0beda3051c1e86eda4d032
5,Badejje,2612,1171236025,0x5649bfee97221ff6c77beeec0bdc70aa436b4c31
6,Maryam,2374,7841832431,0x45bb125e7e4d84663bb35c3aa1b6702f2df137c8
7,Olaboy2,121,5462136874,0x30b1c4a3e3450a71d437238337198645e0a5d8ab
8,Olawale,122,7087762355,
9,Mayowa5524,4720,7856887690,0x8e5dd24df5bef113b0ca114c752fcc9c98ed3abf
10,smart796974,7621,1215872499,0xD20d13a04F2187Fc245aE6855A38386F4130f6E8
11,Pamilerinnn,61,1628453420,0x004413c16b8046769268d499226ff2fec1b3306a
12,ravgrover09,6103,309053105,
13,Ben,2518,8182070760,0xb587284976f84B76175532d9D7698d5512441d3b
14,Rose,2420,5940852088,0xcc5a08dc6f747a857b0efbdd4771714878b8b8bd
15,Tuscoooo,4989,6610008755,
16,Omaa_nze,144,1262055027,0x2D50f6C68ea8e38e0D240fd7271414EBC67047C0
17,OfficialBen_D,2437,6441584144,0xbdb61e29916548f0a3d608089754fb90b929440c
18,Benjay_01,124,6472769174,0xa8f18629cbf53751687eae3a7b5ec74ff41abe92
19,tapps_center_ref,4900,7491565825,
20,aymanaminugrz,7849,6527943268,
21,OverlordEnki,46,858140492,0x33C844be2B0a6DcBA581Bd5F736BaB66d25F8b23
22,IbnAbdulganniy,2605,835371223,0xb1646544632368be15915eec7c678711f7e02445
23,hernan9309,8039,1329065482,
24,e_r_c78,8291,2126097408,
25,Seekherm,7574,6295397157,
26,Mohsen_sl1,8382,6962001191,
27,JaegerChuks,2474,6474022275,0x3cce4f329492fce0348a9ae1c1d45f0f71e2201f
28,Mikk Maal,3,43709028,
29,vaniaksmonteiro,2034,5438050109,
30,Bigben007,7145,951333786,
31,thanhlonglin,7664,5803098153,
32,Bambaleyles,7202,2100555669,
33,Gabriel,4408,7744678490,0x2df34FE21e0ff3704c60B2E2C5cc92c6787D6f04
34,WertherV,7677,1428442996,
35,My hero is my fazariⓂ️ MEMES,8345,5867345615,
36,FinanzfuechsleYouTube,8372,6555266568,
37,jxpjiyeon,392,1844782622,
38,NewtyFruit,9940,6673834288,
39,Blaq🐾,9760,7166067622,
40,bukar33,9346,1040784089,
41,cheessom,9217,6149450888,
42,Treasurenkay,8222,649386336,
43,🍋Ali M💠💠,9415,6326931507,
44,FERUZ_1958,9125,5396542320,
45,Kakali,9086,7244512100,
46,Bintobaro9,4647,7244710796,0xd1E68687Cb5D33A71002fF4B90D695eA95C3738B
47,aquatiramisue,9527,1850146890,
48,Ⓜ️,7785,6352779305,
49,Philile,4686,6779368816,
50,Muaz234567,7655,5988463820,0x899144D067A55bd4e5AC7b10Ac7CB48125Bbe61c
51,ISEEU02,7684,1291180105,
52,Mbok Dasha,7918,7099834779,
53,Aimafal,9471,1838845013,
54,shahid0O,7705,1594361696,
55,Schatzi121,8845,7641306033,
56,ralphtidinz,2049,5984437085,0x2b74b2e09f9ffccd662f55c62fe4dd3e4a248357
57,sini555,79,6180537630,0x1a169fD310fDF847aFbcdF33a9Ee1aA5AD5CBA40
58,RotimiYP,48,2136190745,0xdc4926041d9115342ec018e224a7183aa45e707d
59,tha_chosenone,65,1693989165,
60,JoniUcup,8213,1051516058,
61,siamak274,7701,178497852,
62,unicaica,1286,1877676750,
63,yogessxhhh,7567,6844485614,
64,.,9864,7013849794,
65,mukadafes,8947,5182167626,
66,Diplomanager,9372,5433169382,
67,zoyznonk,1478,1865485474,
68,Nuel Mykle,7528,1108237542,
69,ZaynabOfstylishAccs,7650,782693305,
70,jehaxii,7508,5499318277,
71,Chukwunomunso,9708,5580333652,
72,nonfungibletrader,8296,6822572070,
73,tris_20,9946,5498539735,
74,🐨 Malika🐾🐐🦴,9145,6438995677,
75,AghielYu,9580,609777748,
76,Mikeysick,8568,6090226742,
77,pattykap,9224,2142668150,
78,Inyoadi,8360,6925411952,
79,aymangrz,7810,7088218444,
80,Saymoon3,9573,59894358,
81,RomaGarnik,7593,5101191854,0x87a7d435f7b0d5fe59cd4bb446bbe64d7a410064
82,dawnsvic,8112,6964294730,
83,RoyAlGemO,8566,1153612695,
84,Telor_BigWin,7491,5782733130,
85,Favurr,49,646448555,0xb7fcc51894e0838e069c0519a1698e00fd7985b6
86,Sofiyan,9843,7423842482,
87,Adamulamba,8644,6258052332,
88,Cloundsatu,8836,6347462595,
89,turokRU,7642,886576220,
90,marwan_m55,9069,1561591772,
91,chibass_tv,7660,6013228277,
92,Rhun05,8553,868563416,
93,Gravesph,8999,7527477701,
94,Curigoy,2824,6366002851,
95,Alihami009,8463,449812370,
96,AntonyRaj2602,8557,1439024248,
97,Kazeem,123,5747498466,0x74ba3556e14a76f4a613ea84a49e77e0b5c2a412
98,Stephen,8635,6328101381,
99,Domimueller,7674,1464964542,
100,BENESHAN6979,7481,6692904003,
